Level_1,Level_2,Level_3,Brand
Books, Movies & Music,Musical Instruments,,Yamaha
Books, Movies & Music,Musical Instruments,,Fender
Books, Movies & Music,Musical Instruments,,Gibson
Books, Movies & Music,Musical Instruments,,Roland
Leisure, Arts & Entertainment,Sports Equipment,,Wilson
Leisure, Arts & Entertainment,Sports Equipment,,Spalding
Leisure, Arts & Entertainment,Sports Equipment,,Molten
Leisure, Arts & Entertainment,Musical Instruments & Gear,,Ibanez
Leisure, Arts & Entertainment,Musical Instruments & Gear,,Pearl Drums
Leisure, Arts & Entertainment,Books & Table Games,,Hasbro Games
Leisure, Arts & Entertainment,Books & Table Games,,Mattel Games
Leisure, Arts & Entertainment,Outdoor Gear,,Coleman
Leisure, Arts & Entertainment,Outdoor Gear,,Ozark Trail
Services,Party Catering & Event Services,,Local Caterers
Services,Wedding Venues & Services,,Local Planners
Services,Photography & Video Services,,Canon
Services,Photography & Video Services,,Sony
Repair & Construction,Electrical Equipment,,Schneider Electric
Repair & Construction,Electrical Equipment,,Siemens
Repair & Construction,Electrical Equipment,,ABB
Repair & Construction,Hand Tools,,Stanley
Repair & Construction,Hand Tools,,Bosch Power Tools
Repair & Construction,Hand Tools,,Makita
Repair & Construction,Hand Tools,,DeWalt
Commercial Equipment & Tools,Retail & Store Equipment,,Casio Cash Registers
Commercial Equipment & Tools,Retail & Store Equipment,,Honeywell Scanners
Commercial Equipment & Tools,Stationery & Office Equipment,,Xerox
Commercial Equipment & Tools,Printing & Graphics Equipment,,Roland
Commercial Equipment & Tools,Printing & Graphics Equipment,,Mimaki
Books, Movies & Music,Books,,Penguin Random House
Books, Movies & Music,Books,,HarperCollins
Books, Movies & Music,Books,,Macmillan
Books, Movies & Music,Books,,Pan Macmillan
Books, Movies & Music,Books,,Scholastic
Books, Movies & Music,Books,,Nigerian Authors (Chimamanda, etc.)
Books, Movies & Music,Movies & TV Shows,,Disney
Books, Movies & Music,Movies & TV Shows,,Warner Bros
Books, Movies & Music,Movies & TV Shows,,Universal Pictures
Books, Movies & Music,Movies & TV Shows,,Netflix Originals
Books, Movies & Music,Musical Instruments,,Yamaha
Books, Movies & Music,Musical Instruments,,Fender
Books, Movies & Music,Musical Instruments,,Gibson
Books, Movies & Music,Musical Instruments,,Roland
Books, Movies & Music,Musical Instruments,,Ibanez
Books, Movies & Music,Musical Instruments,,Pearl Drums
Gaming,Consoles & Accessories,,Sony PlayStation
Gaming,Consoles & Accessories,,Microsoft Xbox
Gaming,Consoles & Accessories,,Nintendo Switch
Gaming,Consoles & Accessories,,Razer
Gaming,Consoles & Accessories,,Logitech G
Gaming,Video Games,,EA Sports FIFA
Gaming,Video Games,,Call of Duty
Gaming,Video Games,,Grand Theft Auto
Gaming,Video Games,,God of War
Gaming,Video Games,,The Last of Us
Gaming,Video Games,,Fortnite
Gaming,Video Games,,Minecraft
Leisure, Arts & Entertainment,Sports Equipment,,Wilson
Leisure, Arts & Entertainment,Sports Equipment,,Spalding
Leisure, Arts & Entertainment,Sports Equipment,,Molten
Leisure, Arts & Entertainment,Sports Equipment,,Mikasa
Leisure, Arts & Entertainment,Outdoor Gear,,Coleman
Leisure, Arts & Entertainment,Outdoor Gear,,Ozark Trail
Leisure, Arts & Entertainment,Outdoor Gear,,Decathlon
Leisure, Arts & Entertainment,Smoking Accessories,,RAW
Leisure, Arts & Entertainment,Smoking Accessories,,Zippo
Food, Agriculture & Farming,Food & Beverages,,Indomie
Food, Agriculture & Farming,Food & Beverages,,Dangote Pasta
Food, Agriculture & Farming,Food & Beverages,,Golden Penny
Food, Agriculture & Farming,Farm Animals,,Local Breeds
Animals & Pets,Pet's Accessories,,Pedigree
Animals & Pets,Pet's Accessories,,Royal Canin
Animals & Pets,Pet's Accessories,,Whiskas
Animals & Pets,Pet's Accessories,,Vitakraft
Animals & Pets,Pet's Accessories,,Kong Toys
Supermarket & Groceries,Food Cupboard,,Knorr
Supermarket & Groceries,Food Cupboard,,Maggi
Supermarket & Groceries,Food Cupboard,,Ajinomoto
Supermarket & Groceries,Food Cupboard,,Bama Mayonnaise
Supermarket & Groceries,Food Cupboard,,Devon Custard
Supermarket & Groceries,Food Cupboard,,Nutri-Milk
Supermarket & Groceries,Household Cleaning,,Harpic
Supermarket & Groceries,Household Cleaning,,Jik
Supermarket & Groceries,Household Cleaning,,Morning Fresh
Supermarket & Groceries,Household Cleaning,,Klin
Supermarket & Groceries,Laundry & Cleaning,,Ariel
Supermarket & Groceries,Laundry & Cleaning,,Omo
Supermarket & Groceries,Laundry & Cleaning,,Sunlight
Supermarket & Groceries,Baby Products,,Pampers
Supermarket & Groceries,Baby Products,,Huggies
Supermarket & Groceries,Baby Products,,Johnson's Baby
Property,New Builds,,Chinese Contractors
Property,New Builds,,Local Builders
Services,Travel Agents & Tours,,Wakanow
Services,Travel Agents & Tours,,Travelstart
Services,Travel Agents & Tours,,Jumia Travel
Virtual & Digital Products,Airtime & Mobile Data,,MTN
Virtual & Digital Products,Airtime & Mobile Data,,Airtel
Virtual & Digital Products,Airtime & Mobile Data,,Glo
Virtual & Digital Products,Airtime & Mobile Data,,9mobile
Virtual & Digital Products,Gift Cards & Vouchers,,Amazon Gift Cards
Virtual & Digital Products,Gift Cards & Vouchers,,iTunes Gift Cards
Virtual & Digital Products,Gift Cards & Vouchers,,Google Play Gift Cards
Virtual & Digital Products,Gift Cards & Vouchers,,Steam Wallet
Virtual & Digital Products,Streaming Subscriptions,,Netflix
Virtual & Digital Products,Streaming Subscriptions,,Spotify Premium
Virtual & Digital Products,Streaming Subscriptions,,Disney+
Virtual & Digital Products,Streaming Subscriptions,,Showmax
Virtual & Digital Products,Streaming Subscriptions,,Apple Music
Automotive,Car Accessories,,3M
Automotive,Car Accessories,,Pioneer
Automotive,Car Accessories,,Sony Xplod
Automotive,Car Accessories,,Alpine
Automotive,Motorcycle Parts & Accessories,,NGK Spark Plugs
Automotive,Motorcycle Parts & Accessories,,Yuasa Batteries
Automotive,Motorcycle Parts & Accessories,,Michelin Motorcycle Tyres
